tempid,latitude,longitude
8,37.7699,-122.40237
8,37.7699,-122.40237
8,37.76988,-122.4024
8,37.769924,-122.40248
8,37.76988,-122.40236
8,37.76988,-122.40236
8,37.76982,-122.40344
8,37.76995,-122.40373
8,37.77007,-122.40394
8,37.77115,-122.40525
9,37.766539,-122.394758
9,37.77614,-122.389823
9,37.778175,-122.387548
9,37.783975,-122.387892
9,37.790555,-122.389522
9,37.798795,-122.396947
9,37.807476,-122.406989
9,37.805916,-122.405015
9,37.794149,-122.392913
9,37.784077,-122.388321
9,37.776241,-122.393771
9,37.767727,-122.390853
9,37.76525,-122.395187
10,37.75875,-122.420533
10,37.75861,-122.421414
10,37.748333,-122.420481
10,37.748297,-122.418205
10,37.749513,-122.411799
10,37.75714,-122.418764
10,37.758668,-122.420531
11,37.793,-122.41776
11,37.8021,-122.41964
11,37.80274,-122.42126
11,37.8009,-122.42104
11,37.80021,-122.4209
11,37.79998,-122.42086
11,37.7998,-122.42081
11,37.7994,-122.42075
11,37.79912,-122.42069
11,37.79909,-122.42038
11,37.79912,-122.42017
11,37.79916,-122.4199
11,37.79922,-122.41947
11,37.79898,-122.41898
11,37.79863,-122.41891
11,37.79739,-122.41866
11,37.7964,-122.41848
11,37.79631,-122.41846
11,37.7962,-122.41843
11,37.79553,-122.41829
11,37.7946,-122.4181
11,37.79383,-122.41794
11,37.79373,-122.41792
11,37.79301,-122.41651
11,37.79316,-122.41548
11,37.79321,-122.41505
11,37.79328,-122.41449
12,37.78112,-122.458055
12,37.782273,-122.447842
12,37.783087,-122.439688
12,37.783256,-122.438872
12,37.783697,-122.436941
12,37.781527,-122.432456
12,37.777253,-122.428229
12,37.776964,-122.423187
12,37.776981,-122.421449
12,37.777371,-122.418123
13,37.797855,-122.410509
13,37.798866,-122.410567
13,37.799949,-122.410835
13,37.800791,-122.411356
13,37.801393,-122.41219
13,37.802153,-122.413235
13,37.802673,-122.414167
13,37.803348,-122.414928
13,37.803727,-122.415921
13,37.804221,-122.416838
13,37.803976,-122.417864
13,37.804079,-122.418868
13,37.803692,-122.419816
13,37.802966,-122.420092
13,37.802728,-122.421111
13,37.80187,-122.42118
13,37.800937,-122.421059
13,37.800018,-122.420934
13,37.799182,-122.420765
13,37.798334,-122.420604
13,37.797459,-122.420501
13,37.796611,-122.42007
13,37.79558,-122.419899
13,37.794699,-122.419753
13,37.793809,-122.41965
13,37.792971,-122.419367
13,37.792095,-122.419296
13,37.791202,-122.419112
13,37.79117,-122.418471
13,37.791111,-122.41734
13,37.79139,-122.416413
13,37.791394,-122.415282
13,37.791501,-122.414104
13,37.792296,-122.414007
13,37.79242,-122.412978
13,37.791684,-122.412896
13,37.791493,-122.414002
13,37.792255,-122.41407
13,37.792609,-122.412958
13,37.791693,-122.412696
13,37.791566,-122.413739
13,37.792168,-122.414155
13,37.792516,-122.41313
13,37.791824,-122.412711
13,37.791687,-122.413731
13,37.792253,-122.414132
13,37.792579,-122.413068
13,37.792901,-122.412005
13,37.792851,-122.410858
13,37.792813,-122.409675
14,37.752,-122.42247
14,37.75197,-122.42294
14,37.7573,-122.42346
14,37.76156,-122.42385
14,37.76159,-122.42346
14,37.76223,-122.41283
14,37.76161,-122.41277
14,37.76169,-122.41144
14,37.76171,-122.41109
14,37.75914,-122.41086
14,37.75915,-122.41069
14,37.75814,-122.41059
14,37.7476,-122.40948
14,37.74739,-122.40998
14,37.74734,-122.41093
14,37.74719,-122.41357
14,37.7467,-122.41829
14,37.74678,-122.41914
14,37.74604,-122.41961
14,37.74314,-122.42148
14,37.74235,-122.422
14,37.7423,-122.42321
14,37.74258,-122.42311
14,37.74518,-122.42216
14,37.75198,-122.42284
14,37.752,-122.42248
15,37.793523,-122.409486
15,37.806866,-122.419528
15,37.807731,-122.420739
15,37.808646,-122.41249
15,37.807358,-122.406439
15,37.804001,-122.401418
15,37.798474,-122.396482
15,37.792946,-122.391011
15,37.791149,-122.389766
15,37.788436,-122.38762
15,37.783281,-122.387899
15,37.779719,-122.389401
15,37.776158,-122.393864
15,37.783738,-122.403113
15,37.785536,-122.407769
16,37.77756,-122.406952
16,37.778612,-122.387554
16,37.776644,-122.389829
16,37.767078,-122.385923
16,37.775593,-122.406308
17,37.766126,-122.428878
17,37.769349,-122.431303
17,37.771011,-122.431947
17,37.772623,-122.433899
17,37.773199,-122.437311
17,37.772843,-122.441538
17,37.772792,-122.444113
17,37.772182,-122.447418
17,37.771995,-122.448963
17,37.771707,-122.451516
17,37.771537,-122.453576
17,37.771588,-122.451366
17,37.772148,-122.448963
17,37.772351,-122.447461
17,37.772657,-122.44407
17,37.772911,-122.440766
17,37.772233,-122.437376
17,37.770859,-122.433406
17,37.769485,-122.431518
17,37.766059,-122.430981
17,37.765694,-122.428728
18,37.779945,-122.407334
18,37.780894,-122.406268
18,37.781998,-122.404424
18,37.78318,-122.40335
18,37.784093,-122.402143
18,37.78504,-122.400574
18,37.786163,-122.399279
18,37.787135,-122.398054
18,37.788281,-122.396736
18,37.789485,-122.395073
18,37.790433,-122.393813
18,37.791363,-122.392592
18,37.792554,-122.391347
18,37.793297,-122.39236
18,37.794489,-122.394831
18,37.796002,-122.39578
18,37.797218,-122.396734
18,37.798103,-122.397254
18,37.798989,-122.397974
18,37.800069,-122.399034
18,37.801395,-122.400008
18,37.802572,-122.400812
18,37.803746,-122.401908
18,37.804692,-122.403356
18,37.803379,-122.40329
18,37.801886,-122.403083
18,37.800283,-122.40261
18,37.798925,-122.402942
18,37.799092,-122.404258
18,37.799291,-122.405462
18,37.797933,-122.406515
18,37.796366,-122.40664
18,37.794612,-122.406409
18,37.793024,-122.405952
18,37.791367,-122.405569
18,37.7889,-122.405434
18,37.786992,-122.404958
18,37.785872,-122.406095
18,37.785288,-122.406519
18,37.784354,-122.407999
18,37.783056,-122.409561
18,37.781872,-122.411035
18,37.780666,-122.411656
18,37.779167,-122.411138
18,37.778082,-122.412962
18,37.777718,-122.413036
18,37.777229,-122.411417
18,37.777672,-122.409957
18,37.778504,-122.408613
18,37.779155,-122.40747
19,37.788177,-122.406719
19,37.793655,-122.407796
19,37.797013,-122.408284
19,37.80011,-122.409766
19,37.80169,-122.4122
19,37.802749,-122.413828
19,37.804248,-122.415945
19,37.805527,-122.417585
19,37.806409,-122.418892
19,37.80699,-122.420644
19,37.807409,-122.422154
19,37.806707,-122.423547
19,37.806891,-122.425362
19,37.807858,-122.426572
19,37.807953,-122.428485
19,37.806216,-122.429932
19,37.80527,-122.430929
19,37.805504,-122.432715
19,37.805758,-122.434056
19,37.806257,-122.435632
19,37.806546,-122.437434
19,37.806304,-122.439306
19,37.806088,-122.441099
19,37.806423,-122.442369
19,37.806965,-122.440753
19,37.807072,-122.439322
19,37.807223,-122.438208
19,37.807353,-122.437283
19,37.807458,-122.436314
19,37.806853,-122.43524
19,37.806097,-122.434012
19,37.805373,-122.432023
19,37.805319,-122.430595
19,37.806255,-122.429753
19,37.807785,-122.428726
19,37.807983,-122.426777
19,37.806561,-122.424818
19,37.806903,-122.422963
19,37.807292,-122.421682
19,37.806914,-122.420732
19,37.805728,-122.418124
19,37.803989,-122.415339
19,37.802103,-122.412971
19,37.80043,-122.410405
19,37.798163,-122.40874
19,37.796607,-122.408559
19,37.795458,-122.408122
19,37.793708,-122.407888
19,37.788896,-122.406954
19,37.78627,-122.410413
20,37.787615,-122.399333
20,37.788,-122.39984
20,37.78881,-122.40087
20,37.78923,-122.40147
20,37.789105,-122.401833
21,37.783978,-122.408166
21,37.776532,-122.398767
21,37.775786,-122.393382
21,37.777177,-122.390528
21,37.779687,-122.38776
21,37.785555,-122.387567
21,37.789692,-122.38821
21,37.792049,-122.390034
21,37.793457,-122.391686
21,37.791185,-122.395763
21,37.784554,-122.404239
21,37.783994,-122.407994
22,37.78569,-122.40568
22,37.78265,-122.40185
22,37.78026,-122.39888
22,37.77836,-122.39651
22,37.77673,-122.39444
22,37.77632,-122.39379
22,37.77799,-122.39166
22,37.77718,-122.3905
22,37.78034,-122.38763
22,37.78206,-122.38809
22,37.7833,-122.388
22,37.78803,-122.38766
22,37.78888,-122.38786
22,37.79013,-122.38881
22,37.79237,-122.39071
22,37.79451,-122.39303
22,37.79653,-122.39495
22,37.79939,-122.39753
22,37.80153,-122.39944
22,37.80407,-122.40186
22,37.80457,-122.40266
22,37.80664,-122.4058
22,37.8081,-122.40884
22,37.80841,-122.41084
22,37.80849,-122.41415
22,37.80787,-122.41907
22,37.80662,-122.42051
22,37.80604,-122.41843
22,37.80363,-122.41488
22,37.80243,-122.41313
22,37.80121,-122.41132
22,37.7986,-122.40761
22,37.7983,-122.40384
22,37.79895,-122.39868
22,37.79924,-122.39781
22,37.79716,-122.39589
22,37.79498,-122.39423
22,37.7943,-122.39322
22,37.79298,-122.39163
22,37.79241,-122.39118
22,37.78971,-122.38871
22,37.78857,-122.38808
22,37.78711,-122.38795
22,37.78149,-122.38842
22,37.78037,-122.38911
22,37.77902,-122.39086
22,37.77885,-122.39275
22,37.78188,-122.3965
22,37.78213,-122.39684
22,37.78518,-122.40062
22,37.78731,-122.40328
22,37.78768,-122.4034
23,37.751983,-122.423027
23,37.753238,-122.428778
23,37.754324,-122.440902
23,37.755427,-122.439335
23,37.757038,-122.438949
23,37.75753,-122.440494
23,37.758379,-122.441502
23,37.757938,-122.441781
23,37.759668,-122.442168
23,37.760516,-122.441524
23,37.753476,-122.425195
24,37.795821,-122.401798
24,37.797862,-122.401898
24,37.799316,-122.402842
24,37.799292,-122.404159
24,37.799119,-122.405015
24,37.799055,-122.406233
24,37.798963,-122.407136
24,37.798837,-122.407657
24,37.79867,-122.408428
24,37.798513,-122.409294
24,37.798445,-122.410457
24,37.798321,-122.411501
24,37.798165,-122.412368
24,37.798192,-122.413136
24,37.798377,-122.413324
24,37.79831,-122.413271
24,37.798288,-122.413611
24,37.798362,-122.41378
24,37.798868,-122.41377
24,37.799335,-122.414561
24,37.799684,-122.415602
24,37.79988,-122.41521
24,37.80022,-122.414785
24,37.800416,-122.414195
24,37.800737,-122.414083
24,37.800928,-122.413296
24,37.800994,-122.412553
24,37.801084,-122.411763
24,37.801076,-122.411113
24,37.801172,-122.410456
24,37.801257,-122.409886
24,37.801298,-122.409378
24,37.801467,-122.408712
24,37.801584,-122.407741
24,37.801775,-122.406644
24,37.801777,-122.405811
24,37.802251,-122.405946
24,37.802114,-122.405916
24,37.801974,-122.405364
24,37.801978,-122.404815
24,37.801962,-122.40434
24,37.802078,-122.403567
24,37.801247,-122.402883
24,37.800814,-122.402763
24,37.799549,-122.402497
24,37.79882,-122.402348
24,37.798132,-122.402152
24,37.795944,-122.401761
24,37.794057,-122.401572
24,37.794059,-122.400918
24,37.792003,-122.400866
24,37.790235,-122.401442
24,37.789212,-122.40135
24,37.788532,-122.399908
24,37.787748,-122.399435
24,37.787041,-122.398654
25,37.790491,-122.428094
25,37.790476,-122.428924
25,37.790482,-122.429623
25,37.7904,-122.430212
25,37.790384,-122.430861
25,37.790957,-122.431346
25,37.790986,-122.431783
25,37.790914,-122.432414
25,37.790913,-122.433092
25,37.790819,-122.433727
25,37.790698,-122.43441
25,37.790611,-122.435046
25,37.790532,-122.435669
25,37.790479,-122.436297
25,37.790408,-122.436891
25,37.790325,-122.437492
25,37.790237,-122.438109
25,37.790183,-122.438737
25,37.790047,-122.439335
25,37.78997,-122.439945
25,37.789906,-122.440547
25,37.789843,-122.441221
25,37.789728,-122.441839
25,37.789653,-122.44266
25,37.789451,-122.443326
25,37.789461,-122.444124
25,37.789265,-122.445253
25,37.788905,-122.445624
25,37.788493,-122.445461
25,37.788541,-122.444796
25,37.788481,-122.444205
25,37.788652,-122.443638
25,37.788755,-122.443054
25,37.7889,-122.442103
25,37.788998,-122.441491
25,37.789027,-122.440876
25,37.789089,-122.440272
25,37.789199,-122.439673
25,37.789284,-122.439009
25,37.789284,-122.438385
25,37.78923,-122.437711
25,37.789501,-122.437153
25,37.789587,-122.436555
25,37.789585,-122.435955
25,37.789742,-122.435325
25,37.789811,-122.434693
25,37.789916,-122.43398
25,37.789968,-122.43313
25,37.790183,-122.432573
25,37.79014,-122.431962
25,37.790301,-122.431222
25,37.790418,-122.430665
25,37.790451,-122.429658
25,37.79068,-122.429146
25,37.790999,-122.428728
25,37.791406,-122.428641
26,37.78622,-122.40969
26,37.78626,-122.40934
26,37.78651,-122.40734
26,37.78677,-122.40536
26,37.78681,-122.40475
26,37.78674,-122.40458
26,37.78679,-122.4045
26,37.78828,-122.40265
26,37.7892,-122.4015
26,37.7904,-122.39996
26,37.79102,-122.39915
26,37.79228,-122.39765
26,37.79311,-122.39652
26,37.79379,-122.39567
26,37.79451,-122.39476
26,37.79493,-122.39428
26,37.79529,-122.39367
26,37.79529,-122.39367
26,37.7947,-122.39337
26,37.79378,-122.39236
26,37.79261,-122.39102
26,37.79237,-122.39081
26,37.79263,-122.39081
26,37.7899,-122.38844
26,37.78965,-122.38839
26,37.78897,-122.38796
26,37.78858,-122.38785
26,37.78709,-122.3877
26,37.78314,-122.38803
26,37.78104,-122.38828
26,37.78074,-122.38842
26,37.78026,-122.38883
26,37.77803,-122.39165
26,37.77708,-122.39288
26,37.7763,-122.39387
26,37.77641,-122.394
26,37.77709,-122.39498
26,37.77837,-122.39658
26,37.77997,-122.3986
26,37.78037,-122.39905
26,37.78126,-122.40012
26,37.78213,-122.40121
26,37.78385,-122.40347
26,37.7845,-122.40429
26,37.7845,-122.40429
26,37.78572,-122.40587
26,37.78578,-122.40583
26,37.78572,-122.40604
26,37.78549,-122.40793
26,37.78529,-122.40942
26,37.78666,-122.40978
27,37.78603,-122.41136
27,37.78629,-122.40937
27,37.78644,-122.4081
27,37.78665,-122.40645
27,37.78684,-122.4049
27,37.78681,-122.4046
27,37.78765,-122.40349
27,37.7884,-122.40253
27,37.78901,-122.40177
27,37.78977,-122.40081
27,37.79052,-122.39987
27,37.79105,-122.39919
27,37.79213,-122.39782
27,37.79288,-122.39688
27,37.79322,-122.39642
27,37.79374,-122.39578
27,37.79414,-122.39528
27,37.79448,-122.39486
27,37.79449,-122.3948
27,37.79448,-122.39477
27,37.79447,-122.39473
27,37.79382,-122.39392
27,37.79324,-122.39321
27,37.79371,-122.39261
27,37.79379,-122.39251
27,37.79379,-122.39237
27,37.79281,-122.39122
27,37.7926,-122.391
27,37.7924,-122.39084
27,37.79213,-122.39066
27,37.79152,-122.39037
27,37.79126,-122.39021
27,37.79094,-122.38993
27,37.79088,-122.39002
27,37.79077,-122.39017
27,37.790047,-122.390075
27,37.79077,-122.39017
27,37.7901,-122.391
27,37.78905,-122.39236
27,37.78808,-122.3936
27,37.78733,-122.39453
27,37.78633,-122.39575
27,37.78612,-122.39601
27,37.78468,-122.39785
27,37.78343,-122.39943
27,37.7838,-122.39899
27,37.78463,-122.4
27,37.78496,-122.40041
27,37.78521,-122.40073
27,37.78559,-122.40119
27,37.78629,-122.40206
27,37.78705,-122.40308
27,37.78733,-122.40341
27,37.78738,-122.40346
27,37.78757,-122.40349
27,37.7868,-122.40455
27,37.78683,-122.40473
27,37.78673,-122.40581
27,37.78654,-122.40734
27,37.78634,-122.40895
27,37.7862,-122.41003
28,37.793759,-122.424731
28,37.79226,-122.4362
28,37.7923,-122.43621
28,37.79226,-122.4362
28,37.79163,-122.44116
28,37.79159,-122.44115
28,37.79264,-122.44136
28,37.79251,-122.44133
28,37.79299,-122.43764
28,37.79362,-122.43263
28,37.79448,-122.42588
28,37.79461,-122.42487
28,37.79484,-122.42492
28,37.79434,-122.42482
29,37.745517,-122.42003
29,37.74678,-122.41914
29,37.74737,-122.4165
29,37.74751,-122.41604
29,37.74719,-122.41357
29,37.74731,-122.41149
29,37.74736,-122.41057
29,37.74736,-122.41046
29,37.74814,-122.41053
29,37.74837,-122.41055
29,37.75109,-122.41082
29,37.75429,-122.41112
29,37.75748,-122.41142
29,37.75909,-122.41158
29,37.75904,-122.41236
29,37.75903,-122.4125
29,37.75583,-122.4122
29,37.75263,-122.4119
29,37.74982,-122.41164
29,37.74895,-122.41155
29,37.74826,-122.41148
29,37.74731,-122.41139
29,37.74729,-122.41188
29,37.7472,-122.41344
29,37.74734,-122.41483
29,37.74751,-122.41615
29,37.7467,-122.41829
29,37.74678,-122.41914
29,37.74592,-122.41969
29,37.74565,-122.41989
29,37.74577,-122.42007
29,37.74565,-122.42008
29,37.74558,-122.42008
29,37.74548,-122.42008
30,37.76983,-122.40349
30,37.76982,-122.40344
30,37.76989,-122.40223
30,37.770109,-122.400436
30,37.7701,-122.40025
30,37.77005,-122.39977
30,37.76997,-122.39937
30,37.76927,-122.39849
30,37.76934,-122.39858
30,37.76965,-122.39822
30,37.770704,-122.399335
30,37.7708,-122.39961
30,37.77085,-122.39961
30,37.77168,-122.39854
30,37.77163,-122.3985
30,37.77154,-122.39858
30,37.77152,-122.39855
30,37.77159,-122.39816
30,37.77172,-122.39758
30,37.77182,-122.39725
30,37.77175,-122.39721
30,37.77177,-122.39721
30,37.77182,-122.39725
30,37.77286,-122.39592
30,37.77345,-122.39513
30,37.77408,-122.39436
30,37.77485,-122.39337
30,37.77521,-122.39289
30,37.77529,-122.39272
30,37.77525,-122.39261
30,37.77539,-122.39242
30,37.77556,-122.39221
30,37.77569,-122.39202
30,37.77589,-122.3918
30,37.77598,-122.39164
30,37.77615,-122.39145
30,37.77617,-122.39142
30,37.77624,-122.39132
30,37.77643,-122.39111
30,37.77653,-122.39096
30,37.77666,-122.39081
30,37.77673,-122.39069
30,37.77685,-122.39056
30,37.77702,-122.3906
30,37.77748,-122.39122
30,37.77754,-122.39113
30,37.778,-122.39169
30,37.77762,-122.39099
30,37.77724,-122.39051
30,37.778318,-122.387476
30,37.77864,-122.38754
30,37.780964,-122.387519
30,37.781167,-122.38769
30,37.78135,-122.38786
30,37.78175,-122.38801
30,37.78475,-122.38776
30,37.78709,-122.38755
30,37.78775,-122.38752
30,37.788324,-122.38769
30,37.78885,-122.38778
30,37.78954,-122.3881
30,37.78992,-122.38846
30,37.79263,-122.39081
30,37.79379,-122.39218
30,37.79451,-122.3929
30,37.79541,-122.39378
31,37.776175,-122.411688
31,37.798797,-122.396796
31,37.79925,-122.39733
31,37.79982,-122.39783
31,37.80119,-122.39905
31,37.80304,-122.40072
31,37.80418,-122.40175
31,37.80458,-122.40221
31,37.80519,-122.40305
31,37.80612,-122.40431
31,37.80636,-122.40468
31,37.80681,-122.40555
31,37.80689,-122.4057
31,37.80675,-122.40583
31,37.80668,-122.40592
31,37.80648,-122.40693
31,37.80643,-122.40722
31,37.80613,-122.40953
31,37.80584,-122.41195
31,37.80562,-122.41361
31,37.80577,-122.41364
31,37.80515,-122.41352
31,37.80442,-122.41336
31,37.80283,-122.41303
31,37.80272,-122.41301
31,37.80239,-122.41295
31,37.80226,-122.41293
31,37.80189,-122.41287
31,37.80097,-122.41267
31,37.80098,-122.41254
31,37.80099,-122.41249
31,37.80097,-122.41267
31,37.80032,-122.41253
31,37.79976,-122.41242
31,37.79927,-122.41232
31,37.79909,-122.41228
31,37.79806,-122.41207
31,37.79718,-122.4119
31,37.79712,-122.41189
31,37.79702,-122.41187
31,37.79585,-122.41163
31,37.79541,-122.41154
31,37.79541,-122.41156
31,37.7954,-122.41164
31,37.79532,-122.41222
31,37.7952,-122.41319
31,37.79517,-122.41318
31,37.79433,-122.41301
31,37.79343,-122.41283
31,37.79312,-122.41277
31,37.79299,-122.41274
32,37.788759,-122.442315
32,37.791723,-122.44765
32,37.79207,-122.444649
32,37.792498,-122.441306
32,37.790887,-122.425803
33,37.773127,-122.430692
33,37.773466,-122.435842
33,37.773737,-122.440906
33,37.773093,-122.442644
33,37.772872,-122.445927
33,37.772703,-122.447236
33,37.77216,-122.44936
33,37.772194,-122.45097
33,37.772007,-122.452343
33,37.77138,-122.452472
33,37.771651,-122.450648
33,37.771753,-122.449768
33,37.771956,-122.447901
33,37.772194,-122.44597
33,37.772838,-122.444125
33,37.772821,-122.441507
33,37.773568,-122.441013
33,37.773491,-122.441528
33,37.773118,-122.442644
33,37.773067,-122.442665
33,37.773245,-122.443256
33,37.77307,-122.442639
33,37.773202,-122.443296
33,37.772843,-122.445932
33,37.772612,-122.446454
33,37.772838,-122.447236
33,37.772245,-122.449382
33,37.772236,-122.450975
33,37.772054,-122.452364
33,37.771426,-122.452493
33,37.771689,-122.450642
33,37.771799,-122.449746
33,37.771999,-122.447928
33,37.77224,-122.445954
33,37.772893,-122.444146
33,37.772868,-122.441507
33,37.772711,-122.440804
33,37.772181,-122.437339
34,37.78548,-122.423028
34,37.78562,-122.42306
34,37.78735,-122.4234
34,37.78874,-122.423679
34,37.79109,-122.42416
34,37.79373,-122.42469
34,37.79648,-122.42525
34,37.79928,-122.425819
34,37.800348,-122.425923
34,37.79753,-122.44702
34,37.79751,-122.44716
34,37.79844,-122.447589
34,37.79835,-122.447909
34,37.79791,-122.4483
34,37.79741,-122.44803
34,37.7968,-122.447949
34,37.79655,-122.447949
34,37.79635,-122.44826
34,37.79629,-122.448359
34,37.79617,-122.448399
34,37.79606,-122.448319
34,37.79588,-122.44758
34,37.79569,-122.44736
34,37.79546,-122.44747
34,37.79542,-122.4479
34,37.787687,-122.446641
34,37.78654,-122.446669
34,37.78509,-122.44639
34,37.78292,-122.44591
34,37.78285,-122.44589
34,37.78251,-122.44582
34,37.78241,-122.445789
34,37.78257,-122.444509
34,37.78264,-122.44409
34,37.78264,-122.444439
34,37.78271,-122.44378
34,37.78281,-122.442838
34,37.78284,-122.44261
34,37.78324,-122.43955
34,37.78337,-122.43878
34,37.78366,-122.43784
34,37.78407,-122.434848
34,37.78411,-122.43456
34,37.78431,-122.43288
34,37.78451,-122.431268
34,37.78463,-122.43113
34,37.78466,-122.43113
34,37.78486,-122.42953
34,37.78524,-122.42649
34,37.7854,-122.42434
34,37.78538,-122.42388
34,37.78562,-122.42194
35,37.792047,-122.404062
35,37.792397,-122.403936
35,37.792695,-122.403866
35,37.792816,-122.404062
35,37.792748,-122.404251
35,37.79268,-122.404487
35,37.792851,-122.403242
35,37.792475,-122.403866
35,37.792307,-122.404123
35,37.792174,-122.404168
36,37.78571,-122.41363
36,37.78683,-122.40481
36,37.78673,-122.40457
36,37.79102,-122.39915
36,37.79311,-122.39652
36,37.79499,-122.39418
36,37.79493,-122.39428
36,37.79278,-122.39152
36,37.79156,-122.39085
36,37.79069,-122.39001
36,37.79075,-122.39009
36,37.79,-122.39106
36,37.79007,-122.39097
36,37.79368,-122.39554
36,37.79379,-122.39567
36,37.79228,-122.39765
36,37.78658,-122.40478
36,37.78673,-122.40457
36,37.78684,-122.40487
37,37.76613,-122.42883
37,37.76654,-122.42209
37,37.76654,-122.42204
37,37.75214,-122.42066
37,37.7521,-122.42066
37,37.75171,-122.42741
37,37.7517,-122.42744
37,37.75649,-122.42789
37,37.75608,-122.43554
37,37.75635,-122.43569
37,37.75605,-122.43566
37,37.75598,-122.4368
37,37.75598,-122.43675
37,37.75756,-122.43689
37,37.75755,-122.43697
37,37.75743,-122.439
37,37.75743,-122.43904
37,37.76343,-122.43963
37,37.76347,-122.43968
37,37.76343,-122.43963
